id,name,batch,status,is_ai,is_robotics,xi,chi
28108,CodeParrot AI,Winter 2023,Inactive,1,0,2.6252561970294668,0.09434018799158632
28110,Conduit,Winter 2023,Active,1,0,3.8293442919880922,0.3067613384540703
28111,Berry,Winter 2023,Active,1,0,5.6498977125898655,0.18323602779408502
28112,Persist AI,Winter 2023,Active,1,1,0.8870811588571028,0.18314493874181287
28113,Interlock,Winter 2023,Inactive,1,0,1.2457953424552963,0.019546494833019217
28114,rex.fit,Winter 2023,Active,1,0,1.8811836120480567,0.14759848931936798
28118,Vocode,Winter 2023,Active,1,0,6.000450632029022,0.1720591630800205
28119,Fabius,Winter 2023,Inactive,1,0,0.06768425294330453,0.04860303617599125
28127,Benchmark,Winter 2023,Active,1,0,1.3549905866719025,0.27463907968729556
28129,Luca,Winter 2023,Inactive,1,0,3.6700589688974534,0.09653866655688062
28162,Verata,Winter 2023,Active,1,0,0.9689670840497928,0.2369605120725419
28175,Pier,Winter 2023,Active,1,0,5.374692715612276,0.07841312823294459
28178,Vector,Winter 2023,Active,1,0,4.668985608043881,0.06519244388460971
28183,Metal,Winter 2023,Active,1,0,2.2623066849091993,0.14490458959167793
28218,Kyber,Winter 2023,Active,1,0,0.1634930130296313,0.14524860317609428
28301,Persana AI,Winter 2023,Active,1,0,0.23617877122072234,0.16534133747767907
28329,Type,Winter 2023,Active,1,0,6.032437208565881,0.12657786663310416
28361,Lightski,Winter 2023,Active,1,0,6.060593294592799,0.11090824678854107
28366,Vendora,Winter 2023,Active,1,0,4.671453561108597,0.18241940262807432
28367,Adri AI,Winter 2023,Active,1,0,0.9213466718521386,0.1586818478528853
28368,Second,Winter 2023,Inactive,1,0,1.9956050320197427,0.09916260795485388
28369,Warp,Winter 2023,Active,1,0,4.981243862043385,0.0975271085651819
28371,Fetchr,Winter 2023,Active,1,0,4.597436416410913,0.4196044622602088
28372,Upfront,Winter 2023,Inactive,1,0,4.880537804495819,0.307299780738909
28409,LiteLLM,Winter 2023,Active,1,0,5.879391483606453,0.19794329502820085
28414,Automat,Winter 2023,Active,1,1,3.1807371963793067,0.2287035119227868
28416,Pierre,Winter 2023,Active,1,0,1.9317712992854963,0.12087405693856544
28417,Yuma AI,Winter 2023,Active,1,0,4.846119141529167,0.17717515683562837
28418,Vaero,Winter 2023,Active,1,0,1.0176967846350096,0.038647263979690795
28425,Pando Bioscience,Winter 2023,Active,1,0,1.385448510409729,0.20880355452431676
28663,kapa.ai,Summer 2023,Active,1,0,5.927199097425023,0.13409052246233705
28707,Kino AI,Summer 2023,Active,1,0,4.7360057753043,0.11242753858185893
28744,Reworkd,Summer 2023,Active,1,0,2.932272517004109,0.09440012895965295
28759,Branch AI,Summer 2023,Inactive,1,0,0.04596054724837439,0.1644460506910543
28776,Ora AI,Summer 2023,Active,1,0,6.086567408190475,0.3921196224452317
28778,Xeol,Summer 2023,Acquired,1,0,0.8391713175700902,0.12402340894431448
28779,Metoro,Summer 2023,Active,1,0,2.115356519652932,0.11189604234290369
28780,Clearest Health,Summer 2023,Active,1,0,0.5746645953379789,0.1274940478240233
28784,Elyos AI,Summer 2023,Active,1,0,4.329775574600309,0.11797589677905711
28786,Accend,Summer 2023,Active,1,0,0.47564144228691935,0.05230895490811656
28787,Deasy Labs,Summer 2023,Acquired,1,0,0.9685667774158506,0.2701617722105441
28788,Hyperbound,Summer 2023,Active,1,0,6.173239936089933,0.11319870997694238
28795,Magic Loops,Summer 2023,Active,1,0,4.111916859927815,0.11241598446107415
28799,Remy,Summer 2023,Inactive,1,0,4.942413229151431,0.17490219834923926
28802,Sohar Health,Summer 2023,Active,1,0,0.7961145873838208,0.15149391610811105
28805,Diligent,Summer 2023,Active,1,0,1.3835952815501376,0.14886508335847953
28807,Pointhound,Summer 2023,Active,1,0,5.335074683789425,0.2312854727274096
28808,PropRise,Summer 2023,Active,1,0,1.2716245998026767,0.05722165913204546
28809,Readily,Summer 2023,Active,1,0,0.7580423924882557,0.254894788340686
28811,Casca,Summer 2023,Active,1,0,5.163649153388426,0.10339528073341629
28812,Cedana,Summer 2023,Active,1,0,5.703381626687595,0.018523764923227617
28814,OpenTools,Summer 2023,Active,1,0,2.967393709009132,0.10714106001096883
28815,Atla,Summer 2023,Inactive,1,0,1.4797793914442847,0.3005186626172566
28816,Contour,Summer 2023,Active,1,0,5.494744157627175,0.17112803030043924
28818,Mandel AI,Summer 2023,Active,1,0,3.6944435631447328,0.18364139253762268
28821,Prosper,Summer 2023,Active,1,0,5.752529773090434,0.25489546226193727
28826,Talc,Summer 2023,Active,1,0,0.5694879879574897,0.22267550516227122
28835,Synch,Summer 2023,Inactive,1,0,4.940383082367813,0.2743554819315862
28836,CORE,Summer 2023,Active,1,0,5.244587524187157,0.2551061029518947
28837,Subsets,Summer 2023,Active,1,0,5.452421141354439,0.09057298946565505
28838,GreenTally,Summer 2023,Inactive,1,0,1.6855352241640227,0.18283687289497935
28839,Spine AI,Summer 2023,Active,1,0,5.163605712251108,0.15452298228507294
28841,Baud,Summer 2026,Active,1,0,1.67109828695531,0.11670387787071212
28843,SID,Summer 2023,Active,1,0,0.5832279909022903,0.25189058559916944
