onet_code,rle_mean
47-2021.00,2.2141214121412145
47-2022.00,1.5792000000000002
47-2031.00,2.2055000000000002
47-2041.00,1.9328
47-2042.00,1.993899389938994
47-2043.00,1.745
47-2044.00,1.8899000000000001
47-2051.00,1.628062806280628
47-2053.00,2.080791920807919
47-2061.00,2.0921999999999996
47-2071.00,1.7960000000000003
47-2072.00,2.1811818818118187
47-2073.00,2.3183999999999996
47-2081.00,2.1601
47-2082.00,1.9628999999999999
47-2111.00,2.7986201379862017
47-2121.00,1.9239076092390759
47-2131.00,1.7305
47-2132.00,2.1327867213278675
47-2141.00,2.3536000000000006
47-2142.00,2.1626999999999996
47-2151.00,1.3632000000000002
47-2152.00,2.725927407259274
47-2152.04,3.6403
47-2161.00,1.3893
47-2171.00,1.9302
47-2181.00,2.5864172834566914
47-2211.00,2.366063393660634
47-2221.00,2.106989301069893
47-2231.00,2.9843015698430153
47-3011.00,2.3722
47-3012.00,2.1367000000000003
47-3013.00,2.1719
47-3014.00,1.4062000000000001
47-3015.00,2.9773977397739775
47-3016.00,3.4323432343234326
47-4011.00,3.44
47-4011.01,3.3794
47-4021.00,2.6310000000000002
47-4031.00,2.1575157515751577
47-4041.00,2.8186818681868187
47-4051.00,2.1143
47-4061.00,1.9022
47-4071.00,1.8572857285728572
47-4091.00,2.3238000000000003
47-4099.03,2.4783
47-5011.00,1.471947194719472
47-5012.00,2.5791579157915794
47-5013.00,1.63
47-5022.00,1.8254000000000001
47-5023.00,1.9707970797079706
47-5032.00,2.4583
47-5041.00,2.1594
47-5043.00,1.8670999999999998
47-5044.00,1.7009
47-5051.00,3.023
47-5071.00,1.3701
47-5081.00,2.068393160683932
49-1011.00,3.0216978302169784
49-2011.00,3.4639536046395363
49-2021.00,3.3955395539553956
49-2022.00,3.351764823517648
49-2091.00,3.3662
49-2092.00,3.131686831316868
49-2093.00,3.4833000000000003
49-2094.00,3.694
49-2095.00,3.6600000000000006
49-2096.00,2.6018
49-2097.00,3.093890610938906
