soc2018,year,wage_hourly,wage_source,tot_emp,n_soc2000,one_to_one
19-2012,2003,41.169999999999995,H_MEDIAN,12390.0,1,True
19-2021,2003,31.57,H_MEDIAN,6490.0,1,True
19-2031,2003,25.790000000000003,H_MEDIAN,82600.0,1,True
19-2032,2003,33.150000000000006,H_MEDIAN,7410.0,1,True
19-2041,2003,23.46,H_MEDIAN,61660.0,1,True
19-2042,2003,32.910000000000004,H_MEDIAN,26090.0,1,True
19-2043,2003,27.430000000000003,H_MEDIAN,7060.0,1,True
19-3011,2003,33.78000000000001,H_MEDIAN,12300.0,1,True
19-3022,2003,11.830000000000002,H_MEDIAN,16850.0,1,True
19-3032,2003,30.980000000000015,H_MEDIAN,1330.0,1,True
19-3033,2003,25.10000000000002,H_MEDIAN,100180.0,1,False
19-3034,2003,25.10000000000002,H_MEDIAN,100180.0,1,False
19-3041,2003,26.159999999999997,H_MEDIAN,3060.0,1,True
19-3051,2003,24.73,H_MEDIAN,30770.0,1,True
19-3091,2003,19.540000000000003,H_MEDIAN,4550.0,1,True
19-3092,2003,27.330000000000005,H_MEDIAN,700.0,1,True
19-3093,2003,20.14,H_MEDIAN,2350.0,1,True
19-3094,2003,39.120000000000005,H_MEDIAN,4840.0,1,True
19-4012,2003,13.809999999999999,H_MEDIAN,15990.0,1,False
19-4013,2003,13.809999999999999,H_MEDIAN,15990.0,1,False
19-4021,2003,15.689999999999989,H_MEDIAN,49550.0,1,True
19-4031,2003,17.820000000000004,H_MEDIAN,64020.0,1,True
19-4042,2003,16.969999999999988,H_MEDIAN,27800.0,1,True
19-4043,2003,19.580000000000002,H_MEDIAN,10150.0,1,False
19-4044,2003,19.580000000000002,H_MEDIAN,10150.0,1,False
19-4051,2003,28.470000000000017,H_MEDIAN,6970.0,1,True
19-4071,2003,12.93,H_MEDIAN,30140.0,1,True
19-4092,2003,20.180000000000003,H_MEDIAN,8830.0,1,True
21-1011,2003,14.99,H_MEDIAN,65170.0,1,True
21-1012,2003,21.46,H_MEDIAN,214360.0,1,True
21-1013,2003,17.710000000000004,H_MEDIAN,22150.0,1,True
21-1014,2003,15.050000000000004,H_MEDIAN,83450.0,1,True
21-1015,2003,12.789999999999997,H_MEDIAN,115690.0,1,True
21-1021,2003,16.25,H_MEDIAN,256160.0,1,True
21-1022,2003,18.48,H_MEDIAN,103270.0,1,True
21-1023,2003,15.88,H_MEDIAN,96990.0,1,True
21-1091,2003,17.999999999999996,H_MEDIAN,42780.0,1,False
21-1092,2003,18.639999999999997,H_MEDIAN,86810.0,1,True
21-1093,2003,11.469999999999999,H_MEDIAN,300310.0,1,True
21-1094,2003,17.999999999999996,H_MEDIAN,42780.0,1,False
21-2011,2003,16.25,H_MEDIAN,38170.0,1,True
21-2021,2003,13.450000000000001,H_MEDIAN,11840.0,1,True
23-1011,2003,43.97999999999999,H_MEDIAN,516220.0,1,True
23-1012,2003,15.270000000000001,H_MEDIAN,41550.0,1,False
23-1021,2003,31.809999999999995,H_MEDIAN,16850.0,1,True
23-1022,2003,22.769999999999996,H_MEDIAN,4640.0,1,True
23-1023,2003,46.31000000000002,H_MEDIAN,24640.0,1,True
23-2011,2003,17.697332899067963,H_MEDIAN,248250.0,2,False
23-2093,2003,16.389999999999997,H_MEDIAN,47840.0,1,True
25-1011,2003,26.687499999999996,A_MEDIAN,68260.0,1,True
25-1021,2003,24.533653846153843,A_MEDIAN,34470.0,1,True
25-1022,2003,24.475961538461544,A_MEDIAN,41880.0,1,True
25-1031,2003,28.081730769230774,A_MEDIAN,5270.0,1,True
25-1032,2003,33.50961538461539,A_MEDIAN,28990.0,1,True
25-1041,2003,31.475961538461544,A_MEDIAN,11260.0,1,True
25-1042,2003,26.846153846153843,A_MEDIAN,51780.0,1,True
25-1043,2003,31.00961538461538,A_MEDIAN,2660.0,1,True
25-1051,2003,30.4375,A_MEDIAN,8420.0,1,True
25-1052,2003,26.644230769230763,A_MEDIAN,17100.0,1,True
25-1053,2003,27.802884615384617,A_MEDIAN,3620.0,1,True
25-1054,2003,30.23076923076923,A_MEDIAN,11870.0,1,True
25-1061,2003,28.706730769230766,A_MEDIAN,4690.0,1,True
25-1062,2003,26.471153846153843,A_MEDIAN,7490.0,1,True
25-1063,2003,31.225961538461522,A_MEDIAN,11420.0,1,True
25-1064,2003,26.88942307692308,A_MEDIAN,3910.0,1,True
25-1065,2003,27.567307692307708,A_MEDIAN,12320.0,1,True
25-1066,2003,26.043269230769244,A_MEDIAN,27250.0,1,True
25-1067,2003,25.370192307692303,A_MEDIAN,13990.0,1,True
25-1071,2003,29.706730769230766,A_MEDIAN,88130.0,1,True
25-1072,2003,24.480769230769234,A_MEDIAN,36330.0,1,True
25-1081,2003,22.913461538461544,A_MEDIAN,44880.0,1,True
25-1082,2003,24.490384615384617,A_MEDIAN,4110.0,1,True
25-1111,2003,21.903846153846153,A_MEDIAN,9610.0,1,True
25-1112,2003,39.77884615384616,A_MEDIAN,11470.0,1,True
25-1113,2003,24.69230769230769,A_MEDIAN,6470.0,1,True
25-1121,2003,23.067307692307704,A_MEDIAN,60120.0,1,True
25-1122,2003,23.572115384615387,A_MEDIAN,20420.0,1,True
25-1123,2003,22.653846153846157,A_MEDIAN,56540.0,1,True
25-1124,2003,22.49038461538462,A_MEDIAN,19710.0,1,True
25-1125,2003,25.08653846153846,A_MEDIAN,18110.0,1,True
25-1126,2003,23.379807692307693,A_MEDIAN,15890.0,1,True
25-1192,2003,23.408653846153843,A_MEDIAN,4500.0,1,True
25-1193,2003,21.379807692307693,A_MEDIAN,14780.0,1,True
25-1194,2003,19.100000000000005,H_MEDIAN,121090.0,1,True
25-2011,2003,9.530000000000001,H_MEDIAN,368870.0,1,True
25-2012,2003,19.307692307692307,A_MEDIAN,162660.0,1,True
25-2021,2003,20.26923076923077,A_MEDIAN,1432800.0,1,True
25-2022,2003,20.40865384615385,A_MEDIAN,604370.0,1,True
25-2023,2003,20.78365384615385,A_MEDIAN,17430.0,1,True
25-2031,2003,21.43269230769231,A_MEDIAN,1011240.0,1,True
25-2032,2003,21.408653846153847,A_MEDIAN,101190.0,1,True
25-2051,2003,20.63461538461538,A_MEDIAN,207530.0,1,False
25-2055,2003,20.63461538461538,A_MEDIAN,207530.0,1,False
25-2056,2003,20.63461538461538,A_MEDIAN,207530.0,1,False
25-2057,2003,20.197115384615376,A_MEDIAN,93790.0,1,True
25-2058,2003,21.26923076923077,A_MEDIAN,131190.0,1,True
25-3011,2003,18.1,H_MEDIAN,62510.0,1,True
25-3021,2003,14.339999999999998,H_MEDIAN,136680.0,1,True
25-4022,2003,20.867378153860372,H_MEDIAN,162300.0,2,False
25-4031,2003,11.650000000000002,H_MEDIAN,108940.0,1,True
25-9021,2003,19.200000000000003,H_MEDIAN,12010.0,1,True
25-9031,2003,22.819999999999986,H_MEDIAN,96690.0,1,True
25-9042,2003,9.134615384615383,A_MEDIAN,1234030.0,1,False
25-9043,2003,9.134615384615383,A_MEDIAN,1234030.0,1,False
25-9044,2003,11.812499999999998,A_MEDIAN,121760.0,1,True
25-9049,2003,9.134615384615383,A_MEDIAN,1234030.0,1,False
27-1011,2003,29.930000000000014,H_MEDIAN,24000.0,1,True
27-1013,2003,17.03,H_MEDIAN,9690.0,1,True
27-1014,2003,22.08,H_MEDIAN,32910.0,1,True
27-1021,2003,25.160000000000004,H_MEDIAN,33390.0,1,True
27-1022,2003,25.420000000000005,H_MEDIAN,11270.0,1,True
27-1023,2003,9.45,H_MEDIAN,69730.0,1,True
27-1024,2003,17.609999999999996,H_MEDIAN,151950.0,1,True
27-1025,2003,19.29,H_MEDIAN,46240.0,1,True
27-1026,2003,10.590000000000002,H_MEDIAN,59150.0,1,True
27-1027,2003,16.899999999999995,H_MEDIAN,8060.0,1,True
27-2011,2003,12.721153846153847,A_MEDIAN,51840.0,1,True
27-2012,2003,23.173076923076927,A_MEDIAN,54370.0,1,True
27-2021,2003,22.009615384615383,A_MEDIAN,11840.0,1,True
27-2022,2003,12.956730769230772,A_MEDIAN,105070.0,1,True
27-2023,2003,9.980769230769232,A_MEDIAN,8790.0,1,True
27-2031,2003,9.45,H_MEDIAN,15390.0,1,True
27-2032,2003,14.920000000000002,H_MEDIAN,14810.0,1,True
27-2041,2003,15.639423076923077,A_MEDIAN,9000.0,1,True
27-2042,2003,17.97115384615384,A_MEDIAN,50600.0,1,True
27-3031,2003,20.48,H_MEDIAN,147970.0,1,False
27-3041,2003,19.93000000000001,H_MEDIAN,108990.0,1,True
27-3042,2003,24.8,H_MEDIAN,44690.0,1,True
27-3043,2003,20.350000000000005,H_MEDIAN,43740.0,1,True
27-3091,2003,16.099999999999998,H_MEDIAN,21910.0,1,True
27-3092,2003,20.31,H_MEDIAN,15370.0,1,True
27-4011,2003,14.809999999999997,H_MEDIAN,37370.0,1,True
27-4012,2003,13.509999999999996,H_MEDIAN,32750.0,1,True
27-4014,2003,18.40999999999999,H_MEDIAN,11840.0,1,True
27-4021,2003,12.039999999999992,H_MEDIAN,57740.0,1,True
27-4031,2003,16.509999999999998,H_MEDIAN,21430.0,1,True
27-4032,2003,19.520000000000003,H_MEDIAN,15100.0,1,True
29-1011,2003,31.71999999999998,H_MEDIAN,20210.0,1,True
29-1031,2003,20.210000000000004,H_MEDIAN,46190.0,1,True
29-1041,2003,41.07000000000001,H_MEDIAN,22740.0,1,True
29-1051,2003,38.71999999999999,H_MEDIAN,215030.0,1,True
29-1071,2003,31.57,H_MEDIAN,60030.0,1,True
29-1081,2003,45.220000000000006,H_MEDIAN,7800.0,1,True
29-1122,2003,25.270000000000007,H_MEDIAN,81380.0,1,True
29-1123,2003,27.75,H_MEDIAN,134970.0,1,True
29-1124,2003,26.060000000000002,H_MEDIAN,13990.0,1,True
29-1125,2003,15.319999999999999,H_MEDIAN,22860.0,1,True
29-1126,2003,19.790000000000003,H_MEDIAN,87180.0,1,True
29-1127,2003,24.060000000000002,H_MEDIAN,86640.0,1,True
29-1131,2003,31.129999999999978,H_MEDIAN,43890.0,1,True
29-1141,2003,23.819999999999997,H_MEDIAN,2246430.0,1,False
29-1151,2003,23.819999999999997,H_MEDIAN,2246430.0,1,False
29-1161,2003,23.819999999999997,H_MEDIAN,2246430.0,1,False
29-1171,2003,23.819999999999997,H_MEDIAN,2246430.0,1,False
29-1181,2003,23.930000000000003,H_MEDIAN,10030.0,1,True
29-1211,2003,88.88999999999999,H_MEAN,23790.0,1,True
29-1215,2003,64.11,H_MEDIAN,111990.0,1,True
29-1216,2003,76.99,H_MEAN,50140.0,1,True
29-1218,2003,86.86000000000003,H_MEAN,19180.0,1,True
29-1221,2003,64.49999999999999,H_MEDIAN,26910.0,1,True
29-1223,2003,64.41,H_MEDIAN,19530.0,1,True
29-1242,2003,91.48000000000002,H_MEAN,49730.0,1,False
29-1243,2003,91.48000000000002,H_MEAN,49730.0,1,False
29-1249,2003,91.48000000000002,H_MEAN,49730.0,1,False
29-1292,2003,27.099999999999998,H_MEDIAN,146360.0,1,True
29-2011,2003,20.98,H_MEDIAN,146900.0,1,True
29-2012,2003,14.240000000000002,H_MEDIAN,146160.0,1,True
29-2031,2003,17.99,H_MEDIAN,43300.0,1,True
29-2032,2003,24.020000000000003,H_MEDIAN,37240.0,1,True
29-2033,2003,24.79,H_MEDIAN,17550.0,1,True
29-2034,2003,19.529999999999998,H_MEDIAN,173030.0,1,False
29-2035,2003,19.529999999999998,H_MEDIAN,173030.0,1,False
29-2042,2003,11.750000000000002,H_MEDIAN,181750.0,1,False
29-2043,2003,11.750000000000002,H_MEDIAN,181750.0,1,False
29-2051,2003,10.780000000000001,H_MEDIAN,26870.0,1,True
29-2052,2003,10.94,H_MEDIAN,211270.0,1,True
29-2053,2003,12.389999999999997,H_MEDIAN,56000.0,1,True
29-2055,2003,15.450000000000001,H_MEDIAN,73250.0,1,True
29-2056,2003,11.220000000000002,H_MEDIAN,53730.0,1,True
29-2061,2003,15.570000000000002,H_MEDIAN,682590.0,1,True
29-2072,2003,11.789999999999997,H_MEDIAN,148380.0,1,False
29-2081,2003,12.67,H_MEDIAN,63780.0,1,True
29-2091,2003,23.900000000000002,H_MEDIAN,4880.0,1,True
29-2099,2003,16.75,H_MEDIAN,25470.0,1,False
29-9021,2003,11.789999999999997,H_MEDIAN,148380.0,1,False
29-9091,2003,15.793269230769226,A_MEDIAN,11750.0,1,True
31-1121,2003,8.77,H_MEDIAN,583880.0,1,True
31-1122,2003,7.909999999999999,H_MEDIAN,487200.0,1,True
31-1131,2003,9.850000000000001,H_MEDIAN,1341650.0,1,False
31-1132,2003,9.850000000000001,H_MEDIAN,1341650.0,1,False
31-1133,2003,11.009999999999998,H_MEDIAN,57770.0,1,True
31-2011,2003,17.980000000000004,H_MEDIAN,18940.0,1,True
31-2012,2003,10.949999999999998,H_MEDIAN,6060.0,1,True
31-2021,2003,17.600000000000005,H_MEDIAN,52440.0,1,True
31-2022,2003,10.079999999999998,H_MEDIAN,36870.0,1,True
31-9011,2003,13.779999999999998,H_MEDIAN,29940.0,1,True
31-9091,2003,13.319999999999997,H_MEDIAN,272030.0,1,True
31-9092,2003,11.620000000000001,H_MEDIAN,362670.0,1,True
31-9093,2003,11.230000000000002,H_MEDIAN,37140.0,1,True
31-9094,2003,13.260000000000002,H_MEDIAN,97810.0,1,True
31-9095,2003,8.839999999999998,H_MEDIAN,61170.0,1,True
31-9096,2003,8.659999999999998,H_MEDIAN,64490.0,1,True
33-1011,2003,21.880000000000003,H_MEDIAN,33760.0,1,True
33-1012,2003,29.980000000000004,H_MEDIAN,101740.0,1,True
33-1021,2003,27.400000000000002,H_MEDIAN,59000.0,1,True
33-2011,2003,17.820000000000004,H_MEDIAN,273120.0,1,True
33-2021,2003,21.990000000000002,H_MEDIAN,12320.0,1,True
33-2022,2003,18.309999999999995,H_MEDIAN,1460.0,1,True
33-3011,2003,16.57,H_MEDIAN,16760.0,1,True
33-3012,2003,15.939999999999998,H_MEDIAN,417420.0,1,True
33-3021,2003,25.190000000000012,H_MEDIAN,87480.0,1,True
33-3031,2003,19.900000000000002,H_MEDIAN,6850.0,1,True
33-3041,2003,13.550000000000004,H_MEDIAN,9870.0,1,True
33-3051,2003,21.160000000000004,H_MEDIAN,609960.0,1,True
33-3052,2003,21.229999999999993,H_MEDIAN,5470.0,1,True
33-9011,2003,12.380000000000003,H_MEDIAN,12290.0,1,True
33-9021,2003,14.620000000000003,H_MEDIAN,30460.0,1,True
33-9031,2003,11.86,H_MEDIAN,7560.0,1,True
33-9032,2003,9.45,H_MEDIAN,964260.0,1,False
33-9091,2003,9.07,H_MEDIAN,70820.0,1,True
33-9093,2003,10.652785265248792,H_MEDIAN,1118860.0,2,False
35-1011,2003,13.82,H_MEDIAN,118870.0,1,True
35-1012,2003,11.879999999999999,H_MEDIAN,694040.0,1,True
35-2011,2003,6.95,H_MEDIAN,612960.0,1,True
35-2012,2003,8.8,H_MEDIAN,406010.0,1,True
35-2014,2003,9.260000000000002,H_MEDIAN,734870.0,1,True
35-2015,2003,7.900000000000002,H_MEDIAN,227360.0,1,True
35-2021,2003,7.920000000000001,H_MEDIAN,852890.0,1,True
35-3011,2003,7.23,H_MEDIAN,470020.0,1,True
35-3023,2003,7.068432428034873,H_MEDIAN,2508800.0,2,False
35-3031,2003,6.78,H_MEDIAN,2125100.0,1,True
35-3041,2003,7.6499999999999995,H_MEDIAN,194260.0,1,True
35-9011,2003,7.010000000000002,H_MEDIAN,393500.0,1,True
35-9021,2003,7.21,H_MEDIAN,492620.0,1,True
35-9031,2003,7.400000000000001,H_MEDIAN,294300.0,1,True
37-1011,2003,13.780000000000003,H_MEDIAN,203770.0,1,True
37-1012,2003,16.229999999999997,H_MEDIAN,95450.0,1,True
37-2011,2003,8.849999999999998,H_MEDIAN,2064350.0,1,True
37-2012,2003,7.9799999999999995,H_MEDIAN,896370.0,1,True
37-2021,2003,12.01,H_MEDIAN,58500.0,1,True
37-3011,2003,9.589999999999998,H_MEDIAN,819780.0,1,True
37-3012,2003,12.250000000000002,H_MEDIAN,23450.0,1,True
37-3013,2003,12.320000000000002,H_MEDIAN,40710.0,1,True
39-1013,2003,15.806365347787068,H_MEDIAN,41280.0,2,False
39-1014,2003,14.180000000000001,H_MEDIAN,110630.0,1,False
39-1022,2003,14.180000000000001,H_MEDIAN,110630.0,1,False
39-2011,2003,10.749999999999998,H_MEDIAN,6990.0,1,True
39-2021,2003,8.26,H_MEDIAN,85440.0,1,True
39-3011,2003,6.829999999999999,H_MEDIAN,76120.0,1,True
39-3012,2003,9.05,H_MEDIAN,15820.0,1,True
39-3021,2003,8.239999999999998,H_MEDIAN,10450.0,1,True
39-3031,2003,7.069999999999999,H_MEDIAN,109290.0,1,True
39-3091,2003,7.23,H_MEDIAN,236070.0,1,True
39-3092,2003,12.220000000000004,H_MEDIAN,3400.0,1,True
39-3093,2003,8.249999999999998,H_MEDIAN,21420.0,1,True
39-4011,2003,16.509999999999998,H_MEDIAN,7630.0,1,True
39-4021,2003,8.91,H_MEDIAN,28120.0,1,True
39-4031,2003,21.48,H_MEDIAN,23080.0,1,False
39-5011,2003,9.729999999999999,H_MEDIAN,17570.0,1,True
39-5012,2003,8.990000000000002,H_MEDIAN,335860.0,1,True
39-5091,2003,14.090000000000002,H_MEDIAN,720.0,1,True
39-5092,2003,8.520000000000001,H_MEDIAN,32670.0,1,True
39-5093,2003,6.9,H_MEDIAN,15300.0,1,True
39-5094,2003,11.080000000000002,H_MEDIAN,16820.0,1,True
39-6011,2003,8.51,H_MEDIAN,55880.0,1,True
39-6012,2003,10.479999999999999,H_MEDIAN,16710.0,1,True
39-7011,2003,9.040000000000001,H_MEDIAN,27390.0,1,True
39-7012,2003,13.240000000000002,H_MEDIAN,5450.0,1,True
39-9011,2003,7.900000000000002,H_MEDIAN,469150.0,1,True
39-9031,2003,11.78,H_MEDIAN,177790.0,1,True
39-9032,2003,8.94,H_MEDIAN,265640.0,1,True
39-9041,2003,10.06,H_MEDIAN,49650.0,1,True
41-1011,2003,14.750000000000002,H_MEDIAN,1175310.0,1,True
41-1012,2003,26.780000000000015,H_MEDIAN,327180.0,1,True
41-2011,2003,7.58,H_MEDIAN,3462010.0,1,True
41-2012,2003,9.630000000000003,H_MEDIAN,30760.0,1,True
41-2021,2003,8.48,H_MEDIAN,442310.0,1,True
41-2022,2003,11.78,H_MEDIAN,236090.0,1,True
41-2031,2003,8.699999999999998,H_MEDIAN,3992930.0,1,True
41-3011,2003,18.579999999999995,H_MEDIAN,141340.0,1,True
41-3021,2003,19.250000000000004,H_MEDIAN,277120.0,1,True
41-3031,2003,29.1,H_MEDIAN,245280.0,1,True
41-3041,2003,13.05,H_MEDIAN,103840.0,1,True
41-4011,2003,27.46,H_MEDIAN,390080.0,1,True
41-4012,2003,21.09,H_MEDIAN,1421660.0,1,True
41-9011,2003,9.74,H_MEDIAN,95300.0,1,True
41-9012,2003,11.669999999999998,H_MEDIAN,1560.0,1,True
41-9021,2003,23.91,H_MEDIAN,40590.0,1,True
41-9022,2003,15.679999999999998,H_MEDIAN,123490.0,1,True
41-9031,2003,32.59,H_MEDIAN,73200.0,1,True
41-9041,2003,9.55,H_MEDIAN,404150.0,1,True
41-9091,2003,11.669999999999998,H_MEDIAN,21600.0,1,True
43-1011,2003,18.99,H_MEDIAN,1412470.0,1,True
43-2011,2003,10.27,H_MEDIAN,217700.0,1,True
43-2021,2003,13.48,H_MEDIAN,45310.0,1,True
43-2099,2003,14.569999999999999,H_MEDIAN,2060.0,1,False
43-3011,2003,12.98,H_MEDIAN,417100.0,1,True
43-3021,2003,12.639999999999999,H_MEDIAN,487420.0,1,True
43-3031,2003,13.349999999999998,H_MEDIAN,1750680.0,1,True
43-3041,2003,10.609999999999998,H_MEDIAN,18370.0,1,True
43-3051,2003,14.219999999999997,H_MEDIAN,194330.0,1,True
43-3061,2003,14.489999999999998,H_MEDIAN,72820.0,1,True
43-3071,2003,9.939999999999998,H_MEDIAN,538890.0,1,True
43-4011,2003,16.390000000000004,H_MEDIAN,75380.0,1,True
43-4021,2003,12.879999999999999,H_MEDIAN,27460.0,1,True
43-4031,2003,13.2,H_MEDIAN,100310.0,1,True
43-4041,2003,13.079999999999997,H_MEDIAN,73860.0,1,True
43-4051,2003,12.74,H_MEDIAN,1902850.0,1,True
43-4061,2003,15.869999999999997,H_MEDIAN,89410.0,1,True
43-4071,2003,9.839999999999998,H_MEDIAN,249270.0,1,True
43-4081,2003,8.39,H_MEDIAN,180410.0,1,True
43-4111,2003,10.859999999999998,H_MEDIAN,190160.0,1,True
43-4121,2003,9.579999999999998,H_MEDIAN,109900.0,1,True
43-4131,2003,13.619999999999997,H_MEDIAN,179080.0,1,True
43-4141,2003,12.470000000000006,H_MEDIAN,105300.0,1,True
43-4151,2003,12.049999999999999,H_MEDIAN,303320.0,1,True
43-4161,2003,14.93,H_MEDIAN,165760.0,1,True
43-4171,2003,10.25,H_MEDIAN,1058790.0,1,True
43-4181,2003,12.599999999999996,H_MEDIAN,165990.0,1,True
43-5011,2003,15.38,H_MEDIAN,61770.0,1,True
43-5021,2003,9.39,H_MEDIAN,118210.0,1,True
43-5031,2003,13.600000000000001,H_MEDIAN,89620.0,1,True
43-5032,2003,14.609999999999996,H_MEDIAN,161790.0,1,True
43-5041,2003,13.800000000000002,H_MEDIAN,51790.0,1,True
43-5051,2003,19.13,H_MEDIAN,78520.0,1,True
43-5052,2003,19.049999999999997,H_MEDIAN,344580.0,1,True
43-5053,2003,18.78,H_MEDIAN,224250.0,1,True
43-5061,2003,16.739999999999995,H_MEDIAN,277030.0,1,True
43-5071,2003,11.38,H_MEDIAN,767470.0,1,True
43-5111,2003,11.8,H_MEDIAN,77770.0,1,True
43-6011,2003,16.390000000000004,H_MEDIAN,1418640.0,1,True
43-6012,2003,17.149999999999995,H_MEDIAN,264080.0,1,True
43-6013,2003,12.500000000000002,H_MEDIAN,349370.0,1,True
43-6014,2003,12.219999999999999,H_MEDIAN,1845860.0,1,True
43-9021,2003,10.859999999999998,H_MEDIAN,339010.0,1,True
43-9022,2003,13.05,H_MEDIAN,191180.0,1,True
43-9031,2003,15.189999999999998,H_MEDIAN,33590.0,1,True
43-9041,2003,13.710000000000004,H_MEDIAN,239580.0,1,True
43-9051,2003,10.470000000000002,H_MEDIAN,152360.0,1,True
43-9061,2003,10.8,H_MEDIAN,2926160.0,1,True
43-9071,2003,10.679999999999998,H_MEDIAN,90470.0,1,True
43-9081,2003,11.770000000000001,H_MEDIAN,24700.0,1,True
43-9111,2003,14.370000000000001,H_MEDIAN,20970.0,1,True
45-1011,2003,16.759999999999998,H_MEDIAN,20620.0,1,True
45-2011,2003,13.83,H_MEDIAN,13670.0,1,True
45-2021,2003,12.020000000000001,H_MEDIAN,1750.0,1,True
45-2041,2003,7.780000000000001,H_MEDIAN,51210.0,1,True
45-2091,2003,8.59,H_MEDIAN,21330.0,1,True
45-2092,2003,7.43,H_MEDIAN,233450.0,1,True
45-2093,2003,8.12,H_MEDIAN,42890.0,1,True
45-4011,2003,9.579999999999998,H_MEDIAN,9170.0,1,True
45-4021,2003,13.460000000000003,H_MEDIAN,9620.0,1,True
45-4022,2003,12.999999999999995,H_MEDIAN,28190.0,1,True
45-4023,2003,13.010000000000002,H_MEDIAN,4900.0,1,True
47-1011,2003,23.43,H_MEDIAN,516540.0,1,True
47-2011,2003,20.79,H_MEDIAN,20270.0,1,True
47-2021,2003,19.98,H_MEDIAN,107900.0,1,True
47-2022,2003,16.35,H_MEDIAN,13710.0,1,True
47-2031,2003,16.469999999999995,H_MEDIAN,852080.0,1,True
47-2041,2003,15.82,H_MEDIAN,37720.0,1,True
47-2042,2003,16.75,H_MEDIAN,15070.0,1,True
47-2043,2003,13.079999999999997,H_MEDIAN,6700.0,1,True
47-2044,2003,17.12,H_MEDIAN,36900.0,1,True
47-2051,2003,14.799999999999997,H_MEDIAN,180540.0,1,True
47-2053,2003,13.319999999999997,H_MEDIAN,6140.0,1,True
47-2061,2003,11.86,H_MEDIAN,837650.0,1,True
47-2071,2003,14.060000000000004,H_MEDIAN,57980.0,1,True
47-2072,2003,23.160000000000004,H_MEDIAN,4390.0,1,True
47-2073,2003,16.84,H_MEDIAN,343640.0,1,True
47-2081,2003,16.190000000000005,H_MEDIAN,111970.0,1,True
47-2082,2003,18.810000000000002,H_MEDIAN,33540.0,1,True
47-2111,2003,20.04,H_MEDIAN,584010.0,1,False
47-2121,2003,15.529999999999998,H_MEDIAN,46230.0,1,True
47-2141,2003,14.12,H_MEDIAN,247880.0,1,True
47-2142,2003,15.400000000000002,H_MEDIAN,8910.0,1,True
47-2151,2003,13.729999999999999,H_MEDIAN,51940.0,1,True
47-2152,2003,19.69,H_MEDIAN,433600.0,1,True
47-2161,2003,15.900000000000004,H_MEDIAN,53530.0,1,True
47-2171,2003,16.799999999999994,H_MEDIAN,30250.0,1,True
47-2181,2003,14.429999999999996,H_MEDIAN,118390.0,1,False
47-2211,2003,16.830000000000005,H_MEDIAN,189590.0,1,True
47-2221,2003,19.580000000000002,H_MEDIAN,70420.0,1,True
47-2231,2003,18.461342036264625,H_MEDIAN,914600.0,3,False
47-3011,2003,11.64,H_MEDIAN,59890.0,1,True
47-3012,2003,10.369999999999997,H_MEDIAN,98180.0,1,True
47-3013,2003,11.269999999999998,H_MEDIAN,93520.0,1,True
47-3014,2003,9.809999999999999,H_MEDIAN,29130.0,1,True
47-3015,2003,10.77,H_MEDIAN,77580.0,1,True
47-3016,2003,9.959999999999999,H_MEDIAN,21490.0,1,True
47-4011,2003,20.5,H_MEDIAN,79720.0,1,True
47-4021,2003,26.89999999999999,H_MEDIAN,21470.0,1,True
47-4031,2003,10.849999999999998,H_MEDIAN,22550.0,1,True
47-4041,2003,15.720000000000002,H_MEDIAN,36590.0,1,True
47-4051,2003,13.77,H_MEDIAN,140450.0,1,True
47-4061,2003,17.29,H_MEDIAN,11170.0,1,True
47-4071,2003,13.450000000000001,H_MEDIAN,16310.0,1,True
47-4091,2003,12.76,H_MEDIAN,1710.0,1,True
47-5011,2003,14.689999999999998,H_MEDIAN,15080.0,1,True
47-5012,2003,16.780000000000012,H_MEDIAN,14830.0,1,True
47-5013,2003,14.410000000000004,H_MEDIAN,12640.0,1,True
47-5022,2003,15.46,H_MEDIAN,68740.0,1,False
47-5023,2003,15.649999999999999,H_MEDIAN,19970.0,1,False
47-5032,2003,15.911572625753688,H_MEDIAN,25110.0,2,False
47-5041,2003,17.169999999999998,H_MEDIAN,7610.0,1,True
47-5043,2003,18.54,H_MEDIAN,3980.0,1,True
47-5044,2003,16.9133948214589,H_MEDIAN,6600.0,2,False
47-5049,2003,17.56,H_MEDIAN,4460.0,1,False
47-5051,2003,12.879999999999999,H_MEDIAN,3240.0,1,True
47-5071,2003,10.699999999999998,H_MEDIAN,32720.0,1,True
47-5081,2003,12.630000000000006,H_MEDIAN,28860.0,1,True
49-1011,2003,23.369999999999997,H_MEDIAN,445520.0,1,True
49-2011,2003,16.240000000000002,H_MEDIAN,144370.0,1,True
49-2021,2003,17.820000000000004,H_MEDIAN,6890.0,1,True
49-2022,2003,23.190000000000005,H_MEDIAN,195500.0,1,True
49-2091,2003,20.730000000000004,H_MEDIAN,21420.0,1,True
49-2092,2003,15.529999999999998,H_MEDIAN,26070.0,1,True
49-2093,2003,18.89,H_MEDIAN,17370.0,1,True
49-2094,2003,20.29,H_MEDIAN,83820.0,1,True
49-2095,2003,25.02,H_MEDIAN,20700.0,1,True
49-2096,2003,12.639999999999999,H_MEDIAN,14590.0,1,True
49-2097,2003,13.14,H_MEDIAN,33340.0,1,True
49-2098,2003,15.999999999999998,H_MEDIAN,46850.0,1,True
49-3011,2003,20.940000000000005,H_MEDIAN,117180.0,1,True
