onet_code,S1,S2,A1,A2
47-2161.00,1.934074074074074,1.68875,2.4435,2.5190625
47-2171.00,1.795925925925926,1.6575,2.287,2.6721875
47-2181.00,1.9770370370370371,1.7175,2.5565,2.61625
47-2211.00,2.1907407407407407,2.7525,2.769,2.550625
47-2221.00,2.2781481481481483,2.17125,2.7625,3.1878125
47-2231.00,2.44,2.9699999999999998,2.7995,2.448125
47-3011.00,1.795925925925926,1.955,2.1885,2.69125
47-3012.00,1.8422222222222222,2.105,2.4815,2.4346875
47-3013.00,1.8007407407407408,2.71875,2.6005,2.3659375000000002
47-3014.00,1.5033333333333334,1.8900000000000001,1.9149999999999998,2.2646875
47-3015.00,1.5785185185185184,1.96875,2.2125,2.1571875
47-3016.00,1.8744444444444444,2.0775,2.2935,2.68
47-4011.00,2.768888888888889,1.1875,3.3630000000000004,1.6796875
47-4011.01,3.0066666666666664,1.71875,3.5125,2.0196875
47-4021.00,2.3103703703703706,3.625,2.862,2.390625
47-4031.00,1.943703703703704,2.0175,2.3315,2.5390625
47-4041.00,2.397777777777778,2.4050000000000002,3.093,2.479375
47-4051.00,1.9251851851851853,2.28125,2.621,2.6984375
47-4061.00,1.9537037037037037,2.64,2.57,2.86375
47-4071.00,2.195185185185185,2.625,2.6815,2.6990625
47-4091.00,2.263333333333333,2.1550000000000002,2.7315,2.375
47-4099.03,2.501481481481481,2.7824999999999998,2.943,2.44875
47-5011.00,2.240740740740741,2.98375,2.815,3.073125
47-5012.00,2.3622222222222224,2.79625,2.9899999999999998,2.588125
47-5013.00,2.352962962962963,3.04375,2.925,2.710625
47-5022.00,2.212962962962963,2.795,2.7625,3.0075
47-5023.00,2.100740740740741,2.96875,2.793,2.53625
47-5032.00,2.6622222222222223,2.4387499999999998,3.1835,2.7556249999999998
47-5041.00,2.0462962962962963,2.84375,2.6375,2.9215625
47-5043.00,2.0407407407407407,2.75,2.5875,3.0153125
47-5044.00,1.7540740740740741,2.64,2.4575,2.66
47-5051.00,1.6603703703703703,2.01625,2.3505,2.5796875
47-5071.00,1.708148148148148,2.3425000000000002,2.363,2.6640625
47-5081.00,1.9814814814814814,2.67125,2.5635,2.9140625
49-1011.00,3.338148148148148,2.9525,3.5945,2.3278125
49-2011.00,2.4762962962962964,2.95375,2.875,1.9921875
49-2021.00,2.4262962962962966,3.2824999999999998,3.002,2.445
